trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'e': 0.16041356777517274, 'a': 0.3}",20,8,20.010891442146665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'e': 0.15881742610692068, 'a': 0.3}",20,12,11.642554909804415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.1572371663136276, 'a': 0.3}",20,0,21.84250952947308,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'e': 0.1556726303679973, 'a': 0.3}",20,12,8.860915900287855,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.1541236618151314, 'a': 0.3}",25,17,-3.57617796262413,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'e': 0.15259010575688386, 'a': 0.3}",20,13,11.585185420966127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.15107180883637084, 'a': 0.3}",20,3,30.29581148471156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.14956861922263504, 'a': 0.3}",30,0,8.514688962385142,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
192,False,"{'e': 0.14808038659546244, 'a': 0.3}",30,24,13.815161625121341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.14660696213035015, 'a': 0.3}",20,11,3.657533623107347,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'e': 0.14514819848362373, 'a': 0.3}",20,6,24.64356455486868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'e': 0.14370394977770293, 'a': 0.3}",25,14,18.45570266607571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.1422740715865136, 'a': 0.3}",30,23,10.068311912843992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'e': 0.140858420921045, 'a': 0.3}",20,7,26.37016728274807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'e': 0.13945685621505094, 'a': 0.3}",20,11,-39.76074671270154,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
199,False,"{'e': 0.13806923731089282, 'a': 0.3}",20,10,19.819563732529986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.13669542544552385, 'a': 0.3}",20,12,14.30769459933886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.1353352832366127, 'a': 0.3}",20,14,10.112360138392027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.13398867466880493, 'a': 0.3}",25,8,13.63101200764415,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'e': 0.13265546508012172, 'a': 0.3}",35,19,13.479962185730125,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'e': 0.13133552114849303, 'a': 0.3}",25,19,10.189265121298622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.1300287108784259, 'a': 0.3}",30,10,22.706610280658627,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'e': 0.12873490358780423, 'a': 0.3}",25,14,8.891773437995903,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'e': 0.12745396989482075, 'a': 0.3}",20,2,18.38356748135694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'e': 0.12618578170503877, 'a': 0.3}",35,19,32.63704248919157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.12493021219858241, 'a': 0.3}",30,24,11.553950494244848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'e': 0.12368713581745483, 'a': 0.3}",20,0,-9.455823782630803,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'e': 0.1224564282529819, 'a': 0.3}",25,8,30.489714411782344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.12123796643338168, 'a': 0.3}",25,11,-15.90050358973421,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'e': 0.12003162851145673, 'a': 0.3}",20,0,0.15135569782318115,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
214,False,"{'e': 0.11883729385240965, 'a': 0.3}",30,8,28.413520582964196,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.11765484302177918, 'a': 0.3}",25,20,10.34738671775239,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.11648415777349697, 'a': 0.3}",25,6,17.722604684398075,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'e': 0.11532512103806251, 'a': 0.3}",20,4,23.056077668558054,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.1141776169108365, 'a': 0.3}",20,12,-38.562143668469936,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'e': 0.11304153064044985, 'a': 0.3}",25,13,18.940878657641456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.11191674861732888, 'a': 0.3}",25,17,12.655129279487145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.11080315836233387, 'a': 0.3}",20,2,13.312834210400265,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'e': 0.10970064851551141, 'a': 0.3}",25,15,17.243073649137497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.10860910882495796, 'a': 0.3}",35,11,44.256870652130594,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.10752843013579495, 'a': 0.3}",30,13,19.992986580544613,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'e': 0.1064585043792528, 'a': 0.3}",20,16,5.524267714715984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.10539922456186433, 'a': 0.3}",20,6,18.493572650413032,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'e': 0.104350484754765, 'a': 0.3}",20,15,8.774550219323594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'e': 0.1033121800831002, 'a': 0.3}",25,13,10.525143888968078,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'e': 0.10228420671553744, 'a': 0.3}",20,5,20.37032929136609,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'e': 0.1012664618538834, 'a': 0.3}",30,18,19.555240829107046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.1002588437228037, 'a': 0.3}",20,14,0.21121006587754376,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'e': 0.09926125155964566, 'a': 0.3}",25,17,6.983237824356861,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'e': 0.09827358560436154, 'a': 0.3}",25,0,6.540670950226122,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
234,False,"{'e': 0.09729574708953276, 'a': 0.3}",20,12,-8.903379514802538,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'e': 0.09632763823049303, 'a': 0.3}",20,14,11.338211499387649,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.09536916221554961, 'a': 0.3}",30,0,-6.127871586739818,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
237,False,"{'e': 0.09442022319630235, 'a': 0.3}",25,7,33.036574959048494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.09348072627805847, 'a': 0.3}",20,4,3.918450256452642,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'e': 0.09255057751034329, 'a': 0.3}",20,14,3.4364086804261103,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.09162968387750484, 'a': 0.3}",25,3,31.88903416255513,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'e': 0.09071795328941251, 'a': 0.3}",30,24,11.091145548791761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.08981529457224763, 'a': 0.3}",20,6,26.70333895167648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.08892161745938634, 'a': 0.3}",30,23,16.886083605625046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'e': 0.08803683258237255, 'a': 0.3}",25,17,-3.7734431206914847,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'e': 0.0871608514619813, 'a': 0.3}",20,0,6.761172459000296,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'e': 0.0862935864993705, 'a': 0.3}",25,8,29.887840037610776,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.08543495096732123, 'a': 0.3}",20,9,25.10095795108174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'e': 0.08458485900156469, 'a': 0.3}",20,2,22.33850814683968,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'e': 0.08374322559219596, 'a': 0.3}",30,14,9.009167800321984,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'e': 0.08290996657517266, 'a': 0.3}",20,8,20.083962497661,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.0820849986238988, 'a': 0.3}",25,10,31.03509348446848,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'e': 0.08126823924089167, 'a': 0.3}",20,7,24.481878927078697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.08045960674953244, 'a': 0.3}",20,3,18.123839815643954,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'e': 0.07965902028589801, 'a': 0.3}",20,15,7.384896222195943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.07886639979067495, 'a': 0.3}",20,1,31.451815964025133,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.07808166600115313, 'a': 0.3}",25,5,34.70685241708311,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.07730474044329974, 'a': 0.3}",20,9,20.171779026970672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.07653554542391151, 'a': 0.3}",30,17,25.402663852413536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.07577400402284548, 'a': 0.3}",25,18,16.23584873239158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'e': 0.07502004008532698, 'a': 0.3}",30,18,23.161106302957762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.07427357821433388, 'a': 0.3}",20,14,8.582527306210633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.0735345437630571, 'a': 0.3}",20,3,30.85116347639837,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.07280286282743559, 'a': 0.3}",25,0,23.98192235920439,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
264,False,"{'e': 0.0720784622387661, 'a': 0.3}",25,19,12.982874194217578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'e': 0.07136126955638605, 'a': 0.3}",25,8,8.386168298181794,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
266,False,"{'e': 0.0706512130604296, 'a': 0.3}",25,14,9.528448526053284,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'e': 0.06994822174465536, 'a': 0.3}",30,19,21.34727860649388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.069252225309346, 'a': 0.3}",20,10,13.732104550740317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.06856315415427791, 'a': 0.3}",20,4,28.195372428773826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.06788093937176144, 'a': 0.3}",20,13,12.229058085191586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.06720551273974976, 'a': 0.3}",20,9,15.706682694140596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'e': 0.06653680671501686, 'a': 0.3}",20,14,11.095580517510793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.06587475442640295, 'a': 0.3}",20,8,23.95742263670217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.06521928966812753, 'a': 0.3}",25,13,25.549519765193963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.06457034689316847, 'a': 0.3}",25,10,24.180979290782055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.06392786120670757, 'a': 0.3}",20,8,19.9489423987674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.0632917683596407, 'a': 0.3}",20,14,13.59003301284891,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.06266200474215315, 'a': 0.3}",20,14,10.669513659249056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.06203850737735829, 'a': 0.3}",20,8,23.913929006691195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.06142121391500013, 'a': 0.3}",20,3,26.380477340281388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'e': 0.06081006262521795, 'a': 0.3}",20,11,17.642996930605335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.06020499239237354, 'a': 0.3}",20,8,-24.414028581246605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'e': 0.05960594270893937, 'a': 0.3}",30,19,21.851155885549822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.05901285366944784, 'a': 0.3}",20,1,-12.303595752445384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'e': 0.05842566596450083, 'a': 0.3}",25,5,22.60979129487377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'e': 0.057844320874838456, 'a': 0.3}",30,18,-19.904521266110592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
287,False,"{'e': 0.05726876026546736, 'a': 0.3}",25,19,10.449699473448938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'e': 0.0566989265798469, 'a': 0.3}",20,3,13.180214223226512,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'e': 0.056134762834133725, 'a': 0.3}",35,18,35.63377786442927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'e': 0.05557621261148306, 'a': 0.3}",30,16,-15.897569448028765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'e': 0.05502322005640723, 'a': 0.3}",20,6,28.138409474814083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.05447572986918986, 'a': 0.3}",35,14,21.024057805887114,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'e': 0.05393368730035602, 'a': 0.3}",20,5,26.187475231466454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.053397038145197084, 'a': 0.3}",20,8,21.127058528054015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.05286572873835037, 'a': 0.3}",20,10,5.883140774464666,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'e': 0.05233970594843238, 'a': 0.3}",25,20,7.307694579574161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.05181891717272583, 'a': 0.3}",30,14,31.207770738654855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'e': 0.05130331033191911, 'a': 0.3}",20,13,11.07078414292768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.0507928338648985, 'a': 0.3}",20,6,26.27989343661382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'e': 0.050287436723591865, 'a': 0.3}",30,15,26.263557104686726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.049787068367863944, 'a': 0.3}",20,8,25.362750670261626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,17,16.229127714241688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,10,18.218268199248005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",35,22,23.28404858670162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",20,15,8.678287487012263,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",25,10,25.681415939414737,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",30,7,40.638289594970914,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",25,3,35.91762037014296,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,12,14.381099558792098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",25,11,28.517514261529993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,8,24.207343126687352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,11,14.39611517636881,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,12,14.361859720697815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",25,13,22.93811774973774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",30,10,40.94235287992043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",25,12,23.622925610225497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",30,16,26.15961110824066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",20,15,8.016517520864443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",30,19,24.329405173023225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",20,13,14.476528257032772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",25,19,13.49535077070341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
